01944060	-19.20	-44.80
01944079	-20.00	-44.20
02043064	-20.60	-43.80
02043089	-20.60	-44.00
99990513	-20.60	-43.80
99990535	-19.80	-44.40
99990555	-20.00	-44.00
01845009	-18.20	-45.20
01845022	-18.60	-45.60
01945017	-19.20	-45.20
01945043	-19.20	-45.60
01945045	-19.20	-45.20
02044056	-20.40	-44.60
02044059	-20.20	-44.80
02044060	-20.20	-44.80
02044063	-20.60	-44.40
02044073	-20.20	-44.80
02045034	-20.20	-45.80
02046015	-20.40	-46.40
00083582	-20.00	-46.00
00083635	-20.20	-44.80
99990528	-18.20	-45.40
99990536	-19.40	-45.60
99990564	-20.20	-44.80
99990565	-20.00	-46.00
01647010	-16.40	-47.40
01547045	-16.00	-47.40
01547046	-16.00	-47.40
01645000	-16.40	-45.00
01744046	-17.40	-45.00
01744047	-17.80	-44.80
01745019	-17.20	-45.80
01844026	-18.40	-44.20
01845026	-18.00	-45.20
01845033	-18.20	-45.40
01846032	-18.80	-46.00
01646012	-16.40	-47.00
01646003	-16.60	-46.80
01745015	-17.40	-45.00
01845034	-18.20	-45.40
01844025	-18.80	-44.40
01843021	-18.80	-43.80
01943084	-20.20	-44.00
02043076	-20.40	-43.80
02043065	-20.40	-43.80
02043077	-20.20	-43.80
00083428	-16.40	-46.80
00083481	-17.80	-46.20
00083483	-17.40	-45.00
00083566	-19.60	-44.00
00083583	-19.80	-44.00
00083602	-20.00	-44.20
00083587	-20.00	-44.00
99990542	-16.60	-46.80
99990571	-17.20	-46.80
99990553	-17.80	-46.20
99990828	-18.20	-45.40
99990545	-17.20	-44.80
99990538	-18.80	-44.40
99990569	-19.40	-44.20
99990521	-19.80	-44.00
99990501	-20.00	-44.00
01544012	-16.00	-44.80
01645022	-16.20	-45.80
00083334	-15.00	-46.20
99990544	-15.60	-46.40
99990547	-16.40	-45.20
99990548	-15.40	-45.60
0000A513	-20.60	-43.80
0000A535	-19.80	-44.40
0000A555	-20.00	-44.00
0000A528	-18.20	-45.40
0000A536	-19.40	-45.60
0000A564	-20.20	-44.80
0000A565	-20.00	-46.00
0000A542	-16.60	-46.80
0000A571	-17.20	-46.80
0000A553	-17.80	-46.20
0000A545	-17.20	-44.80
0000A538	-18.80	-44.40
0000A569	-19.40	-44.20
0000A521	-19.80	-44.00
0000F501	-20.00	-44.00
0000A544	-15.60	-46.40
0000A547	-16.40	-45.20
0000A548	-15.40	-45.60
00083778	-23.40	-46.40
00083779	-23.60	-46.60
00083780	-23.60	-46.60
00083781	-23.40	-46.60
0000A701	-23.40	-46.60
0000A755	-23.60	-46.80
0000A771	-23.80	-46.60
02247201	-22.40	-48.00
02247220	-22.40	-47.60
02247233	-22.80	-47.60
02248119	-22.60	-48.60
02347213	-23.40	-47.00
00083721	-23.00	-47.20
00083851	-23.40	-47.40
0000A509	-22.80	-46.00
0000A713	-23.40	-47.60
0000A726	-22.80	-47.60
0000A741	-22.40	-48.60
0000A744	-23.00	-46.60
02148171	-21.80	-48.20
02148185	-21.80	-49.00
02148186	-21.80	-48.40
02248117	-22.20	-48.80
02248121	-22.40	-48.60
02248130	-22.00	-48.40
02248136	-22.20	-48.80
00083722	-22.40	-49.00
00083726	-22.00	-47.80
0000A705	-22.40	-49.00
0000A711	-22.00	-47.80
0000A737	-21.80	-48.80
02149034	-21.20	-49.80
02149097	-21.80	-49.80
02149098	-21.00	-49.60
02149099	-21.20	-49.80
02150085	-21.20	-50.20
02150091	-21.40	-50.20
02249112	-21.40	-49.00
0000A727	-21.60	-49.80
0000A735	-21.00	-50.00
02751047	-27.80	-51.20
02849025	-28.40	-50.00
02849046	-28.40	-49.80
02850024	-28.40	-50.60
02850025	-28.20	-50.80
02850026	-28.20	-50.80
02850027	-28.20	-50.60
02850028	-28.00	-50.80
02850030	-28.40	-51.00
02850037	-28.00	-50.00
99990815	-28.20	-50.00
99990829	-28.80	-50.00
99990880	-28.60	-50.80
0000A815	-28.20	-50.00
0000A829	-28.80	-50.00
0000A880	-28.60	-50.80
02749054	-28.00	-49.60
02749059	-27.60	-50.00
02750032	-27.20	-50.60
02750033	-27.80	-50.40
02750040	-27.40	-50.40
02750041	-27.20	-50.80
02750042	-27.60	-50.80
02751002	-27.60	-51.40
02751036	-27.60	-51.20
99990845	-28.20	-49.40
99990860	-27.20	-50.60
99990865	-27.80	-50.40
0000A845	-28.20	-49.40
0000A860	-27.20	-50.60
0000A865	-27.80	-50.40
02751028	-27.60	-51.80
02751031	-27.80	-51.80
02751034	-27.60	-51.40
02851061	-28.20	-51.60
00083916	-28.20	-51.60
99990844	-28.20	-51.60
0000A844	-28.20	-51.60
02650035	-26.80	-50.80
02751029	-27.40	-51.60
02751030	-27.60	-51.80
02751037	-27.40	-52.00
02751038	-27.00	-51.20
02752034	-27.20	-52.40
02752035	-27.60	-52.40
99990841	-27.20	-51.60
99990859	-26.80	-51.00
0000A828	-27.60	-52.40
0000A841	-27.20	-51.60
0000A859	-26.80	-51.00
02752032	-27.40	-52.80
02752036	-27.40	-52.80
02752037	-27.60	-52.60
02752038	-27.40	-52.80
00083914	-28.20	-52.40
99990839	-28.20	-52.40
0000A839	-28.20	-52.40
02753029	-27.00	-53.20
99990858	-27.00	-52.40
0000A858	-27.00	-52.40
02854022	-28.20	-54.60
02854023	-28.20	-54.60
02854024	-28.20	-54.80
02854025	-28.20	-54.80
02854026	-28.20	-54.80
99990853	-28.60	-53.60
0000A853	-28.60	-53.60
01348004	-13.80	-48.40
01448007	-14.80	-48.80
01448009	-14.60	-48.20
